addv2.cu,0.608864,13.7775
addv2.cu,0.412736,20.3244
addv2.cu,0.457376,18.3407
addv2.cu,0,inf
addv0.cu,0.446688,18.7796
addv2.cu,0,inf
addv2.cu,0,inf
addv0.cu,0.530912,15.8004
addv2.cu,0.38432,21.8271
addv2.cu,0.490304,17.109
addv2.cu,0.383584,21.869
addv2.cu,0.449984,18.642
addv2.cu,0.483936,17.3341
addv2.cu,0.370144,22.6631
addv2.cu,0.4888,17.1616
addv2.cu,0.38416,21.8362
addv2.cu,0.380928,22.0215
addv2.cu,0.375872,22.3177
addv2.cu,0.479968,17.4774
addv2.cu,0.448768,18.6925
addv2.cu,0.376736,22.2665
addv2.cu,0.51904,16.1618
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0.157178,60.6571
addv2.cu,0.337994,50.9995
addv2.cu,0.139978,39.206
addv2.cu,0.127699,39.0374
addv2.cu,0.145891,37.3915
addv2.cu,0.130509,38.6499
addv2.cu,0.128704,39.132
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0.122026,42.668
addv2.cu,0.191331,43.2129
addv2.cu,0,inf
addv2.cu,0,inf
addv2.cu,0.145734,34.3163
addv2.cu,0.10065,55.8892
addv2.cu,7.46281,0.565313
addv2.cu,6.89094,0.609858
addv2.cu,0.770976,5.45088
addv2.cu,0.158234,30.262
addv2.cu,0.11791,41.7764
addv2.cu,0.144285,53.5068
addv2.cu,0.195475,27.7171
addv2.cu,0.165117,36.3676
addv2.cu,0.180016,0.0243153
addv2.cu,0.464864,0.00882839
addv2.cu,0.436224,0.037632
addv2.cu,0.50176,0.0327168
addv2.cu,0.34576,12.1544
addv2.cu,0.091552,60.5229
addv0.cu,0.668,12.5578
addv0.cu,0.432992,19.3736
addv2.cu,0.121722,43.081
addv2.cu,0.103482,57.6305
addv2.cu,0.181789,59.5994
addv2.cu,0.11319,61.8612
addv2.cu,0.085888,68.4412
addv2.cu,0.0893888,73.6739
addv2.cu,0.465462,14.3554
addv2.cu,0.0881792,68.1705
addv2.cu,0.0848,70.0122
addv2.cu,0.629043,6.69104
addv2.cu,0.0842176,70.9216
addv2.cu,0.162358,35.0238
addv2.cu,0.098576,76.2288
addv2.cu,0.142138,39.3948
addv2.cu,0.152941,36.927
addv2.cu,0.0921792,67.4193
addv2.cu,0.11727,62.1687
addv2.cu,0.0956832,64.9057
addv2.cu,0.0964768,63.2245
addv2.cu,0.0891584,72.8059
addv2.cu,0.0880928,66.2437
addv2.cu,0.139936,36.8851
addv2.cu,0.13793,38.0821
addv2.cu,0.220467,29.7985
addv2.cu,0.087296,64.9152
addv2.cu,0.126701,59.9393
addv2.cu,0.0912256,65.3298
addv2.cu,0.090336,62.0005
